Source,Target,Type,Kind,Id,Label,timeset,Weight
@dhanyalak,1267884074904850433,Directed,Tweets,1141,,<[2020-06-02T18:21:39.485Z]>,1
1267884074904850433,"#badminton",Directed,Has_hashtag,1142,,<[2020-06-02T18:21:39.485Z]>,1
1267884074904850433,"#familygames",Directed,Has_hashtag,1143,,<[2020-06-02T18:21:39.485Z]>,1
1267884074904850433,"#fun",Directed,Has_hashtag,1144,,<[2020-06-02T18:21:39.485Z]>,1
1267884074904850433,"#play",Directed,Has_hashtag,1145,,<[2020-06-02T18:21:39.485Z]>,1
1267884074904850433,"#toddler",Directed,Has_hashtag,1146,,<[2020-06-02T18:21:39.485Z]>,1
1267884074904850433,"#skandulu20",Directed,Has_hashtag,1147,,<[2020-06-02T18:21:39.485Z]>,1
1267884074904850433,"#skandulu",Directed,Has_hashtag,1148,,<[2020-06-02T18:21:39.485Z]>,1
1267884074904850433,"#wayanad",Directed,Has_hashtag,1149,,<[2020-06-02T18:21:39.485Z]>,1
1267884074904850433,"#kerala",Directed,Has_hashtag,1150,,<[2020-06-02T18:21:39.485Z]>,1
1267884074904850433,"#home",Directed,Has_hashtag,1151,,<[2020-06-02T18:21:39.485Z]>,1
1267884074904850433,"#homesweethome",Directed,Has_hashtag,1152,,<[2020-06-02T18:21:39.485Z]>,1
1267884074904850433,"#dkindia2020",Directed,Has_hashtag,1153,,<[2020-06-02T18:21:39.485Z]>,1
1267884074904850433,https://www.instagram.com/p/CA8UyE1JY5J/?igshid=1cz95ub7scm0y,Directed,Has_link,1154,,<[2020-06-02T18:21:39.485Z]>,1
@cameleon999,1267884075148349440,Directed,Tweets,1155,,<[2020-06-02T18:21:39.509Z]>,1
@cameleon999,@footballfunnnys,Directed,Retweets_from,1156,,<[2020-06-02T18:21:39.509Z]>,1
@cameleon999,1266013369934413825,Directed,Retweets,1157,,<[2020-06-02T18:21:39.509Z]>,1
@khsboystrackxc,1267884076662435846,Directed,Tweets,1158,,<[2020-06-02T18:21:39.967Z]>,1
@twilightkhs,1267849913917997056,Directed,Tweets,1159,,<[2020-06-02T18:21:39.968Z]>,1
1267849913917997056,@kats_principal,Directed,Has_mention,1160,,<[2020-06-02T18:21:39.968Z]>,1
1267849913917997056,@khskatkave,Directed,Has_mention,1161,,<[2020-06-02T18:21:39.968Z]>,1
1267849913917997056,http://pbs.twimg.com/media/EZhOxoWWkAAD4AD.jpg,Directed,Has_media,1162,,<[2020-06-02T18:21:39.968Z]>,1
@khsboystrackxc,@twilightkhs,Directed,Retweets_from,1163,,<[2020-06-02T18:21:39.968Z]>,1
@khsboystrackxc,1267849913917997056,Directed,Retweets,1164,,<[2020-06-02T18:21:39.968Z]>,1
@tiliki_os,1267884076628877318,Directed,Tweets,1165,,<[2020-06-02T18:21:39.968Z]>,1
1267884076628877318,@goalnews,Directed,Has_mention,1166,,<[2020-06-02T18:21:39.968Z]>,1
1267884076628877318,@charles_watts,Directed,Has_mention,1167,,<[2020-06-02T18:21:39.968Z]>,1
@broom_wagon,1267884077144772615,Directed,Tweets,1168,,<[2020-06-02T18:21:39.969Z]>,1
1267884077144772615,@rickburin,Directed,Has_mention,1169,,<[2020-06-02T18:21:39.969Z]>,1
@mati_panda22,1267884077216038913,Directed,Tweets,1170,,<[2020-06-02T18:21:39.997Z]>,1
@mati_panda22,@varskysports,Directed,Retweets_from,1171,,<[2020-06-02T18:21:39.998Z]>,1
@mati_panda22,1267868628138983429,Directed,Retweets,1172,,<[2020-06-02T18:21:39.998Z]>,1
@mati_panda22,@varskysports,Directed,Quotes_from,1173,,<[2020-06-02T18:21:39.998Z]>,1
@mati_panda22,1267867355692126208,Directed,Quotes,1174,,<[2020-06-02T18:21:39.998Z]>,1
@lucasnavas8,1267884077593608192,Directed,Tweets,1175,,<[2020-06-02T18:21:40.121Z]>,1
@lucasnavas8,@varskysports,Directed,Quotes_from,1176,,<[2020-06-02T18:21:40.121Z]>,1
@lucasnavas8,1267867355692126208,Directed,Quotes,1177,,<[2020-06-02T18:21:40.121Z]>,1
@flah_viah256,1267884079141335044,Directed,Tweets,1178,,<[2020-06-02T18:21:40.584Z]>,1
@mukstymug,1267791039500337154,Directed,Tweets,1179,,<[2020-06-02T18:21:40.584Z]>,1
@flah_viah256,@mukstymug,Directed,Retweets_from,1180,,<[2020-06-02T18:21:40.584Z]>,1
@flah_viah256,1267791039500337154,Directed,Retweets,1181,,<[2020-06-02T18:21:40.584Z]>,1
@24newshdsports,1267884082308005890,Directed,Tweets,1182,,<[2020-06-02T18:21:41.196Z]>,1
1267884082308005890,https://www.24newshd.tv/02-Jun-2020/klopp-s-passion-restored-as-english-football-nears-return,Directed,Has_link,1183,,<[2020-06-02T18:21:41.196Z]>,1
1267884082308005890,http://pbs.twimg.com/media/EZg4TAQVcAsBOkc.jpg,Directed,Has_media,1184,,<[2020-06-02T18:21:41.196Z]>,1
@24newshd,1267825199472205825,Directed,Tweets,1185,,<[2020-06-02T18:21:41.197Z]>,1
